mc_kt	ntrials	n	mean_score	sd_score	mean_rmsd	sd_rmsd	rmsd_range	Pnear	condition
NA	NA	5	-537.3321851351768	12.807683740060709	2.3418603420257567	0.17114490004982671	0.4813668727874756	0.09282569269190474	FastRelax
0.4	5000	20	-513.5940549101476	0.5435251459750771	2.5978646516799926	0.0035556013861477638	0.01371908187866211	0.049768056598310045	kT=0.4
n=5000
0.7	10000	20	-513.178204608103	0.13433865770534323	2.5987194061279295	0.0022767180116947784	0.010808706283569336	0.04975157957344963	kT=0.7
n=10000
1.5	5000	20	-513.2796570161252	0.5406708676143196	2.5992918014526367	3.383385880372121e-4	0.0017309188842773438	0.04968880610462079	kT=1.5
n=5000
0.7	1000	20	-513.1570645125859	0.1850999728205636	2.5990191102027893	7.544222676544223e-4	0.0032525062561035156	0.049678781716825784	kT=0.7
n=1000
0.7	5000	20	-513.2113837862005	0.18335234209468257	2.5992350220680236	9.76470207392444e-5	5.016326904296875e-4	0.04965648566319025	kT=0.7
n=5000
1.5	10000	20	-513.1931496593554	0.1778211617346416	2.599217188358307	1.0705307137191624e-4	5.738735198974609e-4	0.04965440159647212	kT=1.5
n=10000
1.5	1000	20	-513.1623421040248	0.09052841231858706	2.599273407459259	1.797508036410017e-4	8.070468902587891e-4	0.04964818387261682	kT=1.5
n=1000
10	1000	20	-513.2167845324852	0.40388644005147173	2.5992844223976137	2.3738582790309846e-4	0.0010628700256347656	0.04959454305555481	kT=10
n=1000
0.4	10000	20	-513.6819478157342	0.6919004545443683	2.5995243310928347	0.0027443597733288784	0.010097026824951172	0.049567148715823746	kT=0.4
n=10000
0.4	1000	20	-513.7231998531294	0.8854096426535798	2.598372459411621	0.003911089742901279	0.02094244956970215	0.049525248351236596	kT=0.4
n=1000
1	10000	20	-513.1837288984897	0.22163894642099277	2.5999834299087525	0.0029188659344625816	0.012996673583984375	0.049342869903594426	kT=1
n=10000
1	1000	20	-513.4036520401746	0.718447503876335	2.6033469676971435	3.944411116825838e-4	0.0019049644470214844	0.04923324964997851	kT=1
n=1000
1	5000	20	-513.2783960077179	0.26777080315484436	2.6033400774002073	3.146109529260468e-4	0.0014548301696777344	0.04918037543277791	kT=1
n=5000
10	5000	20	-513.1310076458975	0.06343420690241539	2.6040278911590575	0.002652347887651744	0.012202739715576172	0.04912305682058181	kT=10
n=5000
